ФИО,марка,год выпуска,номер,цвет
Крупин Тихон Николаевич,Ford,2009,Н489УН,черный
Дрягина Айлин Николаевна,Ford,2001,С508ЕВ,красный
Выгузов Александр Максимович,BMV,2018,К692ВХ,красный
Гришкина Алисия Алексеевна,Tesla,1996,В420ЕН,красный
Щерба Марк Георгиевич,Skoda,2003,Р998ВО,желтый
Икрамов Рустам Гурьевич,Mazda,2018,К568МВ,розовый
Низамутдинов Арсен Феофанович,BMV,2018,У768МУ,синий
Кузинов Прокл Вениаминович,Kia,2006,С354МУ,фиолетовый
Жарова Анжелика Робертовна,Ford,2005,А548ВА,синий
Ярополов Валерий Степанович,Mazda,2000,В347НО,голубой
Попков Федот Маркович,BMV,2004,М742ХЕ,серый
Ярощука Фатима Евгеньевна,Mitsubishi,2012,О178НС,синий
Милютина Полина Артемовна,Lada,2013,О687МТ,желтый
Сочинский Богдан Анисимович,Toyota,2001,В416ОК,серый
Дульцева Владлена Робертовна,Audi,2007,С971ХХ,голубой
Лапухин Петр Каллиникович,BMV,2017,А559АХ,синий
Науменко Эрнст Викентьевич,Nissan,2014,Е940УМ,желтый
Бушуев Серафим Михайлович,Toyota,2013,Х134ЕЕ,зеленый
Справцев Денис Гордеевич,Mitsubishi,1996,О636АК,синий
Глинка Евгения Филипповна,Audi,2020,М955СУ,фиолетовый
Северин Фома Гурьевич,Nissan,2009,С545НХ,белый
Соломинцев Али Богданович,Audi,2000,М233ХХ,голубой
Пивоварова Альбина Станиславовна,Ford,2002,Т700МС,синий
Брынскиха Алсу Евгеньевна,Audi,2017,С492РР,серый
Болокана Ираида Константиновна,Ford,2017,М594СА,черный
Икрамов Иннокентий Захарьевич,Toyota,2004,Т431АУ,желтый
Богачёва Сафина Степановна,Dodge,2017,Р822ВТ,белый
Яфраков Гордей Игнатович,Mercedes,2022,С440СН,серый
Варфоломеев Али Викторович,Hyundai,1991,Е654АВ,оранжевый
Жарыхин Билал Артемьевич,Lexus,2021,Т547ОХ,голубой
Коротков Ян Ануфриевич,Renault,2001,К071ММ,розовый
Дубинкина Христина Дмитриевна,Jeep,2008,Т999НР,серый
Быстрова Полина Эдуардовна,Nissan,2020,У988ТК,синий
Лапухин Дементий Виленович,Dodge,2012,Х160КХ,белый
Вагина Глафира Анатольевна,Dodge,2022,Р807КК,оранжевый
Федорова Ева Даниловна,Subaru,2004,О929РЕ,белый
Родин Всеволод Фомич,Audi,1995,О458ТВ,фиолетовый
Цыркунова Светлана Константиновна,Ford,2007,М976МО,черный
Абоимова Юнона Борисовна,Mitsubishi,2008,В181УЕ,синий
Талалина Анфиса Григорьевна,Honda,2019,К963КВ,зеленый
Лопатин Дамир Валерианович,Nissan,2001,К088НТ,серый
Каримов Терентий Арсенович,Honda,1990,Е366ТР,серый
Долгов Виссарион Ахматович,BMV,1992,О625ХВ,оранжевый
Андроников Агафон Фокич,Tesla,2001,Т543ЕК,розовый
Бабикова Жасмин Игоревна,Hyundai,2007,Т736СВ,черный
Ермолова Варвара Владиславовна,Hyundai,2012,В606КЕ,красный
Низовцова Анисья Яковлевна,Ford,2016,С316НС,серый
Сереброва Лиана Станиславовна,Lada,2020,В556РМ,зеленый
Яблонева Инесса Романовна,Dodge,1995,М822РС,красный
Бессонов Альберт Тарасович,Audi,2005,К312СМ,белый
Пименов Никита Августович,Lada,1996,А646СУ,серый
Гурьев Гаврила Витальевич,Mercedes,1998,М858ЕТ,розовый
Подмазко Малика Филипповна,Hyundai,2008,С961ХВ,голубой
Мозговой Антон Ростиславович,Mercedes,2015,Р725ВУ,черный
Юмашев Валерьян Ермилович,Lada,2021,О828НН,белый
Аводков Борис Никифорович,Honda,2004,К477СУ,фиолетовый
Низамутдинов Степан Борисович,Nissan,2005,Н840КЕ,зеленый
Янкилович Людмила Анатольевна,Hyundai,1993,Е531ТЕ,синий
Иноземцева Марта Эдуардовна,Mercedes,2012,Х071ОС,серый
Дуркина Лина Тарасовна,Honda,1997,А120АН,синий
Пищальников Серафим Борисыч,Hyundai,2007,М394УР,синий
Толстой Алиса Ярославовна,Hyundai,1990,В743НТ,синий
Васнецова Виктория Геннадиевна,Tesla,2003,Х193ОН,красный
Нустров Ярослав Емельянович,Mercedes,1995,О218РС,розовый
Сиякаева Злата Владимировна,Nissan,2011,А848МЕ,красный
Зиновьев Данияр Жоресович,Toyota,2010,У690АА,серый
Лягушов Артур Власович,Jeep,1991,У302ХА,желтый
Чеснокова Мишель Львовна,BMV,1990,Е143ХЕ,оранжевый
Слепынин Эмиль Авдеевич,Mitsubishi,2017,Н307ЕЕ,оранжевый
Никольская Агния Аркадьевна,Nissan,2006,О412ВО,красный
Гречко Вероника Павловна,Lada,2002,М032МН,зеленый
Озерова Мариам Егоровна,Ford,1999,А788КУ,оранжевый
Коржев Капитон Валентинович,Skoda,1994,У580НС,синий
Рудавин Арсений Филиппович,Dodge,1995,В158СК,синий
Уваров Денис Антонович,Dodge,2010,О240СА,синий
Бореев Евгений Зиновьевич,Audi,1994,Т804АУ,розовый
Воеводина Ариадна Васильевна,Volkswagen,2009,О847НВ,синий
Петровская Татьяна Геннадиевна,Skoda,2002,У638ВХ,серый
Грибоедова Владислава Эдуардовна,Mercedes,2007,Х460ОУ,розовый
Дубинкина Маргарита Владимировна,Audi,1997,С804ВЕ,фиолетовый
Трохин Лука Августович,Ford,1997,Р666РХ,зеленый
Суружу Эмилия Тарасовна,Mazda,2007,А847СН,фиолетовый
Кулешова Дарина Кирилловна,Kia,2002,К409ХВ,фиолетовый
Аргамакова Ефросиния Матвеевна,BMV,2013,Р191ВО,фиолетовый
Тютчев Родион Феофанович,Ford,2008,К278УХ,оранжевый
Миронов Яков Евсеевич,Tesla,2009,Т087ХР,красный
Коротков Станислав Харитонович,Volkswagen,2021,А066ХЕ,розовый
Хлебников Валерьян Маркович,Subaru,2006,Е662НА,белый
Корнилова Адриана Артемовна,Volkswagen,1993,Р038УА,фиолетовый
Захарьина Амира Игоревна,Toyota,1990,Т431КС,синий
Цехановецкий Станислав Дорофеевич,Renault,2015,О290ВУ,зеленый
Сухарев Даниэль Андреевич,Mercedes,2005,Х982КС,черный
Трибой Константин Гаджиевич,Ford,2020,Н774УВ,желтый
Букавицкий Адам Виссарионович,Dodge,1990,Х225ХН,белый
Сенькина Елена Федоровна,Hyundai,1995,Т450ТХ,синий
Липин Григорий Викторович,Dodge,1997,М474ХР,красный
Ягешева Лилия Владимировна,Kia,2014,В197ТР,желтый
Энтина Владлена Константиновна,Lexus,2014,Т247НХ,оранжевый
Целобанова Регина Тимофеевна,Tesla,2018,Р771АА,красный
Экономов Эрик Артурович,Audi,2007,В191УК,серый
Яншин Тихон Евгеньевич,Dodge,2017,К701РУ,синий
Полешко Богдан Богданович,Skoda,2000,Н764КС,желтый
Ягешева Аврора Антоновна,Lada,2011,С458РС,белый
Сюсин Агап Давидович,Skoda,1990,Е887УМ,синий
